Region,Day,Cumulative Supply,Cumulative Vaccinations,Opening Supply,Supply Increase,Daily Supply,Daily Vaccinations,Population
ON,2021-03-18,"1,780,135","1,359,453","420,682",0,"420,682","61,146",14734014
ON,2021-03-19,"1,780,135","1,420,599","359,536",0,"359,536","60,283",14734014
ON,2021-03-20,"1,780,135","1,480,882","299,253",0,"299,253","40,823",14734014
ON,2021-03-21,"1,780,135","1,521,705","258,430",0,"258,430","31,335",14734014
ON,2021-03-22,"1,780,135","1,553,040","227,095","466,830","693,925","50,659",14734014
ON,2021-03-23,"2,246,965","1,603,699","643,266",0,"643,266","72,451",14734014
ON,2021-03-24,"2,246,965","1,676,150","570,815","106,700","677,515","79,446",14734014
ON,2021-03-25,"2,353,665","1,755,596","598,069",0,"598,069","82,996",14734014
ON,2021-03-26,"2,353,665","1,838,592","515,073",0,"515,073","77,740",14734014
ON,2021-03-27,"2,353,665","1,916,332","437,333",0,"437,333","64,950",14734014
ON,2021-03-28,"2,353,665","1,981,282","372,383",0,"372,383","50,453",14734014
ON,2021-03-29,"2,353,665","2,031,735","321,930","466,830","788,760","70,645",14734014
ON,2021-03-30,"2,820,495","2,102,380","718,115",0,"718,115","89,873",14734014
ON,2021-03-31,"2,820,495","2,192,253","628,242","5,300","633,542","84,060",14734014
ON,2021-04-01,"2,825,795","2,276,313","549,482",0,"549,482","88,183",14734014
ON,2021-04-02,"2,825,795","2,364,496","461,299","583,400","1,044,699","59,567",14734014
ON,2021-04-03,"3,409,195","2,424,063","985,132",0,"985,132","69,125",14734014
ON,2021-04-04,"3,409,195","2,493,188","916,007","613,680","1,529,687","52,452",14734014
ON,2021-04-05,"4,022,875","2,545,640","1,477,235",0,"1,477,235","76,199",14734014
ON,2021-04-06,"4,022,875","2,621,839","1,401,036","8,450","1,409,486","104,382",14734014
ON,2021-04-07,"4,031,325","2,726,221","1,305,104",0,"1,305,104","108,563",14734014
ON,2021-04-08,"4,031,325","2,834,784","1,196,541",0,"1,196,541","107,610",14734014
ON,2021-04-09,"4,031,325","2,942,394","1,088,931","214,625","1,303,556","101,428",14734014
ON,2021-04-10,"4,245,950","3,043,822","1,202,128",0,"1,202,128","66,386",14734014
ON,2021-04-11,"4,245,950","3,110,208","1,135,742","206,175","1,341,917","49,337",14734014
ON,2021-04-12,"4,452,125","3,159,545","1,292,580",0,"1,292,580","88,611",14734014
ON,2021-04-13,"4,452,125","3,248,156","1,203,969",0,"1,203,969","121,385",14734014
ON,2021-04-14,"4,452,125","3,369,541","1,082,584","197,730","1,280,314","126,247",14734014
ON,2021-04-15,"4,649,855","3,495,788","1,154,067",0,"1,154,067","125,139",14734014
ON,2021-04-16,"4,649,855","3,620,927","1,028,928",0,"1,028,928","117,950",14734014
ON,2021-04-17,"4,649,855","3,738,877","910,978",0,"910,978","77,200",14734014
ON,2021-04-18,"4,649,855","3,816,077","833,778","197,730","1,031,508","57,373",14734014
ON,2021-04-19,"4,847,585","3,873,450","974,135",0,"974,135","75,445",14734014
ON,2021-04-20,"4,847,585","3,948,895","898,690",0,"898,690","103,349",14734014
ON,2021-04-21,"4,847,585","4,052,244","795,341","421,930","1,217,271","107,489",14734014
ON,2021-04-22,"5,269,515","4,159,733","1,109,782",0,"1,109,782","106,545",14734014
ON,2021-04-23,"5,269,515","4,266,278","1,003,237",0,"1,003,237","100,425",14734014
ON,2021-04-24,"5,269,515","4,366,703","902,812",0,"902,812","65,729",14734014
ON,2021-04-25,"5,269,515","4,432,432","837,083","421,930","1,259,013","48,849",14734014
ON,2021-04-26,"5,691,445","4,481,281","1,210,164",0,"1,210,164","71,749",14734014
ON,2021-04-27,"5,691,445","4,553,030","1,138,415",0,"1,138,415","98,286",14734014
ON,2021-04-28,"5,691,445","4,651,316","1,040,129","198,315","1,238,444","102,223",14734014
ON,2021-04-29,"5,889,760","4,753,539","1,136,221",0,"1,136,221","101,326",14734014
ON,2021-04-30,"5,889,760","4,854,865","1,034,895",0,"1,034,895","95,505",14734014
ON,2021-05-01,"5,889,760","4,950,370","939,390",0,"939,390","62,509",14734014
ON,2021-05-02,"5,889,760","5,012,879","876,881","198,315","1,075,196","46,457",14734014
ON,2021-05-03,"6,088,075","5,059,336","1,028,739",0,"1,028,739","65,982",14734014
ON,2021-05-04,"6,088,075","5,125,318","962,757",0,"962,757","90,386",14734014
ON,2021-05-05,"6,088,075","5,215,704","872,371","199,485","1,071,856","94,007",14734014
ON,2021-05-06,"6,287,560","5,309,711","977,849",0,"977,849","93,182",14734014
ON,2021-05-07,"6,287,560","5,402,893","884,667",0,"884,667","87,828",14734014
ON,2021-05-08,"6,287,560","5,490,721","796,839",0,"796,839","57,485",14734014
ON,2021-05-09,"6,287,560","5,548,206","739,354","199,485","938,839","42,722",14734014
ON,2021-05-10,"6,487,045","5,590,928","896,117",0,"896,117","57,143",14734014
ON,2021-05-11,"6,487,045","5,648,071","838,974",0,"838,974","78,277",14734014
ON,2021-05-12,"6,487,045","5,726,348","760,697","199,485","960,182","81,413",14734014
ON,2021-05-13,"6,686,530","5,807,761","878,769",0,"878,769","80,699",14734014
ON,2021-05-14,"6,686,530","5,888,460","798,070",0,"798,070","76,062",14734014
ON,2021-05-15,"6,686,530","5,964,522","722,008",0,"722,008","49,784",14734014
ON,2021-05-16,"6,686,530","6,014,306","672,224","199,485","871,709","36,998",14734014
ON,2021-05-17,"6,886,015","6,051,304","834,711",0,"834,711","55,565",14734014
ON,2021-05-18,"6,886,015","6,106,869","779,146",0,"779,146","76,116",14734014
ON,2021-05-19,"6,886,015","6,182,985","703,030","200,070","903,100","79,165",14734014
ON,2021-05-20,"7,086,085","6,262,150","823,935",0,"823,935","78,471",14734014
ON,2021-05-21,"7,086,085","6,340,621","745,464",0,"745,464","73,962",14734014
ON,2021-05-22,"7,086,085","6,414,583","671,502",0,"671,502","48,409",14734014
ON,2021-05-23,"7,086,085","6,462,992","623,093","200,070","823,163","35,976",14734014
ON,2021-05-24,"7,286,155","6,498,968","787,187",0,"787,187","53,510",14734014
ON,2021-05-25,"7,286,155","6,552,478","733,677",0,"733,677","73,301",14734014
ON,2021-05-26,"7,286,155","6,625,779","660,376","199,485","859,861","76,237",14734014
ON,2021-05-27,"7,485,640","6,702,016","783,624",0,"783,624","75,569",14734014
ON,2021-05-28,"7,485,640","6,777,585","708,055",0,"708,055","71,226",14734014
ON,2021-05-29,"7,485,640","6,848,811","636,829",0,"636,829","46,618",14734014
ON,2021-05-30,"7,485,640","6,895,429","590,211","199,485","789,696","34,645",14734014
ON,2021-05-31,"7,685,125","6,930,074","755,051",0,"755,051","33,784",14734014
ON,2021-06-01,"7,685,125","6,963,858","721,267",0,"721,267","46,279",14734014
ON,2021-06-02,"7,685,125","7,010,137","674,988",0,"674,988","48,133",14734014
ON,2021-06-03,"7,685,125","7,058,270","626,855",0,"626,855","47,711",14734014
ON,2021-06-04,"7,685,125","7,105,981","579,144",0,"579,144","44,969",14734014
ON,2021-06-05,"7,685,125","7,150,950","534,175",0,"534,175","29,433",14734014
ON,2021-06-06,"7,685,125","7,180,383","504,742",0,"504,742","21,875",14734014
ON,2021-06-07,"7,685,125","7,202,258","482,867",0,"482,867","21,705",14734014
ON,2021-06-08,"7,685,125","7,223,963","461,162",0,"461,162","29,733",14734014
ON,2021-06-09,"7,685,125","7,253,696","431,429",0,"431,429","30,924",14734014
ON,2021-06-10,"7,685,125","7,284,620","400,505",0,"400,505","30,653",14734014
ON,2021-06-11,"7,685,125","7,315,273","369,852",0,"369,852","28,891",14734014
ON,2021-06-12,"7,685,125","7,344,164","340,961",0,"340,961","18,910",14734014
ON,2021-06-13,"7,685,125","7,363,074","322,051",0,"322,051","14,055",14734014
ON,2021-06-14,"7,685,125","7,377,129","307,996",0,"307,996","13,840",14734014
ON,2021-06-15,"7,685,125","7,390,969","294,156",0,"294,156","18,959",14734014
ON,2021-06-16,"7,685,125","7,409,928","275,197",0,"275,197","19,718",14734014
ON,2021-06-17,"7,685,125","7,429,646","255,479",0,"255,479","19,545",14734014
ON,2021-06-18,"7,685,125","7,449,191","235,934",0,"235,934","18,422",14734014
ON,2021-06-19,"7,685,125","7,467,613","217,512",0,"217,512","12,058",14734014
ON,2021-06-20,"7,685,125","7,479,671","205,454",0,"205,454","8,961",14734014
ON,2021-06-21,"7,685,125","7,488,632","196,493",0,"196,493","8,818",14734014
ON,2021-06-22,"7,685,125","7,497,450","187,675",0,"187,675","12,080",14734014
ON,2021-06-23,"7,685,125","7,509,530","175,595",0,"175,595","12,563",14734014
ON,2021-06-24,"7,685,125","7,522,093","163,032",0,"163,032","12,453",14734014
ON,2021-06-25,"7,685,125","7,534,546","150,579",0,"150,579","11,737",14734014
ON,2021-06-26,"7,685,125","7,546,283","138,842",0,"138,842","7,683",14734014
ON,2021-06-27,"7,685,125","7,553,966","131,159",0,"131,159","5,709",14734014
ON,2021-06-28,"7,685,125","7,559,675","125,450",0,"125,450",0,14734014
ON,2021-06-29,"7,685,125","7,559,675","125,450",0,"125,450",0,14734014
ON,2021-06-30,"7,685,125","7,559,675","125,450",0,"125,450",0,14734014
ON,2021-07-01,"7,685,125","7,559,675","125,450",0,"125,450",0,14734014
QC,2021-01-01,"88,075","27,071","61,004",0,"61,004",342,8574571
QC,2021-01-02,"88,075","27,413","60,662",0,"60,662",798,8574571
QC,2021-01-03,"88,075","28,211","59,864",0,"59,864","1,711",8574571
QC,2021-01-04,"88,075","29,922","58,153",0,"58,153","2,529",8574571
QC,2021-01-05,"88,075","32,451","55,624",0,"55,624","6,221",8574571
QC,2021-01-06,"88,075","38,672","49,403",0,"49,403","9,960",8574571
QC,2021-01-07,"88,075","48,632","39,443","27,300","66,743","13,390",8574571
QC,2021-01-08,"115,375","62,022","53,353",0,"53,353","13,101",8574571
QC,2021-01-09,"115,375","75,123","40,252",0,"40,252","8,929",8574571
QC,2021-01-10,"115,375","84,052","31,323",0,"31,323","8,400",8574571
QC,2021-01-11,"115,375","92,452","22,923",0,"22,923","7,058",8574571
QC,2021-01-12,"115,375","99,510","15,865","40,950","56,815","7,855",8574571
QC,2021-01-13,"156,325","107,365","48,960","5,850","54,810","8,339",8574571
QC,2021-01-14,"162,175","115,704","46,471",0,"46,471","11,369",8574571
QC,2021-01-15,"162,175","127,073","35,102","10,610","45,712","10,783",8574571
QC,2021-01-16,"172,785","137,856","34,929","23,390","58,319","8,838",8574571
QC,2021-01-17,"196,175","146,694","49,481",0,"49,481","6,845",8574571
QC,2021-01-18,"196,175","153,539","42,636","24,375","67,011","10,514",8574571
QC,2021-01-19,"220,550","164,053","56,497","16,575","73,072","10,207",8574571
QC,2021-01-20,"237,125","174,260","62,865",975,"63,840","11,950",8574571
QC,2021-01-21,"238,100","186,210","51,890",0,"51,890","14,417",8574571
QC,2021-01-22,"238,100","200,627","37,473",0,"37,473","9,625",8574571
QC,2021-01-23,"238,100","210,252","27,848",0,"27,848","8,503",8574571
QC,2021-01-24,"238,100","218,755","19,345",0,"19,345","1,960",8574571
QC,2021-01-25,"238,100","220,715","17,385",0,"17,385","4,164",8574571
QC,2021-01-26,"238,100","224,879","13,221",0,"13,221","4,340",8574571
QC,2021-01-27,"238,100","229,219","8,881",0,"8,881","3,767",8574571
QC,2021-01-28,"238,100","232,986","5,114",0,"5,114","3,071",8574571
QC,2021-01-29,"238,100","236,057","2,043",0,"2,043","2,086",8574571
QC,2021-01-30,"238,100","238,143",-43,0,-43,84,8574571
QC,2021-01-31,"238,100","238,227",-127,0,-127,796,8574571
QC,2021-02-01,"238,100","239,023",-923,"18,525","17,602","1,807",8574571
QC,2021-02-02,"256,625","240,830","15,795",0,"15,795",716,8574571
QC,2021-02-03,"256,625","241,546","15,079",0,"15,079","2,409",8574571
QC,2021-02-04,"256,625","243,955","12,670",0,"12,670","4,718",8574571
QC,2021-02-05,"256,625","248,673","7,952","38,200","46,152","5,231",8574571
QC,2021-02-06,"294,825","253,904","40,921",0,"40,921","2,646",8574571
QC,2021-02-07,"294,825","256,550","38,275",0,"38,275","2,638",8574571
QC,2021-02-08,"294,825","259,188","35,637",0,"35,637","3,406",8574571
QC,2021-02-09,"294,825","262,594","32,231","15,600","47,831","3,996",8574571
QC,2021-02-10,"310,425","266,590","43,835",0,"43,835","5,742",8574571
QC,2021-02-11,"310,425","272,332","38,093",0,"38,093","8,280",8574571
QC,2021-02-12,"310,425","280,612","29,813",0,"29,813","10,341",8574571
QC,2021-02-13,"310,425","290,953","19,472",0,"19,472","2,991",8574571
QC,2021-02-14,"310,425","293,944","16,481",0,"16,481",942,8574571
QC,2021-02-15,"310,425","294,886","15,539",0,"15,539","2,808",8574571
QC,2021-02-16,"310,425","297,694","12,731","91,260","103,991","1,979",8574571
QC,2021-02-17,"401,685","299,673","102,012",0,"102,012","2,445",8574571
QC,2021-02-18,"401,685","302,118","99,567",0,"99,567","9,533",8574571
QC,2021-02-19,"401,685","311,651","90,034",0,"90,034","17,673",8574571
QC,2021-02-20,"401,685","329,324","72,361",0,"72,361","15,576",8574571
QC,2021-02-21,"401,685","344,900","56,785",0,"56,785","8,994",8574571
QC,2021-02-22,"401,685","353,894","47,791","107,640","155,431","12,084",8574571
QC,2021-02-23,"509,325","365,978","143,347",0,"143,347","10,932",8574571
QC,2021-02-24,"509,325","376,910","132,415",0,"132,415","10,166",8574571
QC,2021-02-25,"509,325","387,076","122,249","28,500","150,749","13,464",8574571
QC,2021-02-26,"537,825","400,540","137,285",0,"137,285","17,859",8574571
QC,2021-02-27,"537,825","418,399","119,426",0,"119,426","13,856",8574571
QC,2021-02-28,"537,825","432,255","105,570",0,"105,570","6,560",8574571
QC,2021-03-01,"537,825","438,815","99,010",0,"99,010","16,513",8574571
QC,2021-03-02,"537,825","455,328","82,497","100,620","183,117","17,382",8574571
QC,2021-03-03,"638,445","472,710","165,735",0,"165,735","17,794",8574571
QC,2021-03-04,"638,445","490,504","147,941",0,"147,941","19,975",8574571
QC,2021-03-05,"638,445","510,479","127,966",0,"127,966","21,533",8574571
QC,2021-03-06,"638,445","532,012","106,433",0,"106,433","16,124",8574571
QC,2021-03-07,"638,445","548,136","90,309",0,"90,309","16,166",8574571
QC,2021-03-08,"638,445","564,302","74,143","100,620","174,763","16,726",8574571
QC,2021-03-09,"739,065","581,028","158,037","113,000","271,037","18,805",8574571
QC,2021-03-10,"852,065","599,833","252,232",0,"252,232","19,227",8574571
QC,2021-03-11,"852,065","619,060","233,005",0,"233,005","29,603",8574571
QC,2021-03-12,"852,065","648,663","203,402","96,500","299,902","32,824",8574571
QC,2021-03-13,"948,565","681,487","267,078",0,"267,078","34,094",8574571
QC,2021-03-14,"948,565","715,581","232,984",0,"232,984","28,527",8574571
QC,2021-03-15,"948,565","744,108","204,457","101,790","306,247","30,492",8574571
QC,2021-03-16,"1,050,355","774,600","275,755",0,"275,755","30,206",8574571
QC,2021-03-17,"1,050,355","804,806","245,549",0,"245,549","27,663",8574571
QC,2021-03-18,"1,050,355","832,469","217,886",0,"217,886","39,990",8574571
QC,2021-03-19,"1,050,355","872,459","177,896",0,"177,896","43,194",8574571
QC,2021-03-20,"1,050,355","915,653","134,702",0,"134,702","29,140",8574571
QC,2021-03-21,"1,050,355","944,793","105,562",0,"105,562","21,773",8574571
QC,2021-03-22,"1,050,355","966,566","83,789","245,700","329,489","26,536",8574571
QC,2021-03-23,"1,296,055","993,102","302,953","25,740","328,693","31,611",8574571
QC,2021-03-24,"1,321,795","1,024,713","297,082","50,778","347,860","41,110",8574571
QC,2021-03-25,"1,372,573","1,065,823","306,750","7,722","314,472","56,135",8574571
QC,2021-03-26,"1,380,295","1,121,958","258,337",0,"258,337","54,712",8574571
QC,2021-03-27,"1,380,295","1,176,670","203,625",0,"203,625","46,214",8574571
QC,2021-03-28,"1,380,295","1,222,884","157,411",0,"157,411","38,971",8574571
QC,2021-03-29,"1,380,295","1,261,855","118,440","173,160","291,600","43,985",8574571
QC,2021-03-30,"1,553,455","1,305,840","247,615","99,450","347,065","43,486",8574571
QC,2021-03-31,"1,652,905","1,349,326","303,579",0,"303,579","42,323",8574571
QC,2021-04-01,"1,652,905","1,391,649","261,256","339,600","600,856","49,031",8574571
QC,2021-04-02,"1,992,505","1,440,680","551,825",0,"551,825","47,667",8574571
QC,2021-04-03,"1,992,505","1,488,347","504,158","135,100","639,258","41,194",8574571
QC,2021-04-04,"2,127,605","1,529,541","598,064","193,102","791,166","22,674",8574571
QC,2021-04-05,"2,320,707","1,552,215","768,492","13,988","782,480","39,982",8574571
QC,2021-04-06,"2,334,695","1,592,197","742,498","23,400","765,898","44,113",8574571
QC,2021-04-07,"2,358,095","1,636,310","721,785",0,"721,785","48,736",8574571
QC,2021-04-08,"2,358,095","1,685,046","673,049",0,"673,049","60,662",8574571
QC,2021-04-09,"2,358,095","1,745,708","612,387","142,694","755,081","59,124",8574571
QC,2021-04-10,"2,500,789","1,804,832","695,957",0,"695,957","49,941",8574571
QC,2021-04-11,"2,500,789","1,854,773","646,016","105,306","751,322","37,802",8574571
QC,2021-04-12,"2,606,095","1,892,575","713,520",0,"713,520","45,855",8574571
QC,2021-04-13,"2,606,095","1,938,430","667,665",0,"667,665","50,593",8574571
QC,2021-04-14,"2,606,095","1,989,023","617,072","115,245","732,317","55,895",8574571
QC,2021-04-15,"2,721,340","2,044,918","676,422",0,"676,422","69,573",8574571
QC,2021-04-16,"2,721,340","2,114,491","606,849",0,"606,849","67,810",8574571
QC,2021-04-17,"2,721,340","2,182,301","539,039",0,"539,039","57,277",8574571
QC,2021-04-18,"2,721,340","2,239,578","481,762","115,245","597,007","43,357",8574571
QC,2021-04-19,"2,836,585","2,282,935","553,650",0,"553,650","41,361",8574571
QC,2021-04-20,"2,836,585","2,324,296","512,289",0,"512,289","45,635",8574571
QC,2021-04-21,"2,836,585","2,369,931","466,654","245,745","712,399","50,417",8574571
QC,2021-04-22,"3,082,330","2,420,348","661,982",0,"661,982","62,755",8574571
QC,2021-04-23,"3,082,330","2,483,103","599,227",0,"599,227","61,165",8574571
QC,2021-04-24,"3,082,330","2,544,268","538,062",0,"538,062","51,664",8574571
QC,2021-04-25,"3,082,330","2,595,932","486,398","245,745","732,143","39,108",8574571
QC,2021-04-26,"3,328,075","2,635,040","693,035",0,"693,035","38,864",8574571
QC,2021-04-27,"3,328,075","2,673,904","654,171",0,"654,171","42,880",8574571
QC,2021-04-28,"3,328,075","2,716,784","611,291","115,830","727,121","47,373",8574571
QC,2021-04-29,"3,443,905","2,764,157","679,748",0,"679,748","58,966",8574571
QC,2021-04-30,"3,443,905","2,823,123","620,782",0,"620,782","57,472",8574571
QC,2021-05-01,"3,443,905","2,880,595","563,310",0,"563,310","48,545",8574571
QC,2021-05-02,"3,443,905","2,929,140","514,765","115,830","630,595","36,746",8574571
QC,2021-05-03,"3,559,735","2,965,886","593,849",0,"593,849","35,821",8574571
QC,2021-05-04,"3,559,735","3,001,707","558,028",0,"558,028","39,523",8574571
QC,2021-05-05,"3,559,735","3,041,230","518,505","115,830","634,335","43,664",8574571
QC,2021-05-06,"3,675,565","3,084,894","590,671",0,"590,671","54,349",8574571
QC,2021-05-07,"3,675,565","3,139,243","536,322",0,"536,322","52,972",8574571
QC,2021-05-08,"3,675,565","3,192,215","483,350",0,"483,350","44,744",8574571
QC,2021-05-09,"3,675,565","3,236,959","438,606","115,830","554,436","33,870",8574571
QC,2021-05-10,"3,791,395","3,270,829","520,566",0,"520,566","31,342",8574571
QC,2021-05-11,"3,791,395","3,302,171","489,224",0,"489,224","34,581",8574571
QC,2021-05-12,"3,791,395","3,336,752","454,643","115,830","570,473","38,204",8574571
QC,2021-05-13,"3,907,225","3,374,956","532,269",0,"532,269","47,553",8574571
QC,2021-05-14,"3,907,225","3,422,509","484,716",0,"484,716","46,348",8574571
QC,2021-05-15,"3,907,225","3,468,857","438,368",0,"438,368","39,149",8574571
QC,2021-05-16,"3,907,225","3,508,006","399,219","115,830","515,049","29,634",8574571
QC,2021-05-17,"4,023,055","3,537,640","485,415",0,"485,415","30,377",8574571
QC,2021-05-18,"4,023,055","3,568,017","455,038",0,"455,038","33,516",8574571
QC,2021-05-19,"4,023,055","3,601,533","421,522","115,830","537,352","37,028",8574571
QC,2021-05-20,"4,138,885","3,638,561","500,324",0,"500,324","46,089",8574571
QC,2021-05-21,"4,138,885","3,684,650","454,235",0,"454,235","44,921",8574571
QC,2021-05-22,"4,138,885","3,729,571","409,314",0,"409,314","37,944",8574571
QC,2021-05-23,"4,138,885","3,767,515","371,370","115,830","487,200","28,722",8574571
QC,2021-05-24,"4,254,715","3,796,237","458,478",0,"458,478","29,313",8574571
QC,2021-05-25,"4,254,715","3,825,550","429,165",0,"429,165","32,342",8574571
QC,2021-05-26,"4,254,715","3,857,892","396,823","115,830","512,653","35,731",8574571
QC,2021-05-27,"4,370,545","3,893,623","476,922",0,"476,922","44,474",8574571
QC,2021-05-28,"4,370,545","3,938,097","432,448",0,"432,448","43,347",8574571
QC,2021-05-29,"4,370,545","3,981,444","389,101",0,"389,101","36,614",8574571
QC,2021-05-30,"4,370,545","4,018,058","352,487","115,830","468,317","27,715",8574571
QC,2021-05-31,"4,486,375","4,045,773","440,602",0,"440,602","18,579",8574571
QC,2021-06-01,"4,486,375","4,064,352","422,023",0,"422,023","20,499",8574571
QC,2021-06-02,"4,486,375","4,084,851","401,524",0,"401,524","22,647",8574571
QC,2021-06-03,"4,486,375","4,107,498","378,877",0,"378,877","28,189",8574571
QC,2021-06-04,"4,486,375","4,135,687","350,688",0,"350,688","27,474",8574571
QC,2021-06-05,"4,486,375","4,163,161","323,214",0,"323,214","23,207",8574571
QC,2021-06-06,"4,486,375","4,186,368","300,007",0,"300,007","17,566",8574571
QC,2021-06-07,"4,486,375","4,203,934","282,441",0,"282,441","11,957",8574571
QC,2021-06-08,"4,486,375","4,215,891","270,484",0,"270,484","13,193",8574571
QC,2021-06-09,"4,486,375","4,229,084","257,291",0,"257,291","14,575",8574571
QC,2021-06-10,"4,486,375","4,243,659","242,716",0,"242,716","18,142",8574571
QC,2021-06-11,"4,486,375","4,261,801","224,574",0,"224,574","17,682",8574571
QC,2021-06-12,"4,486,375","4,279,483","206,892",0,"206,892","14,936",8574571
QC,2021-06-13,"4,486,375","4,294,419","191,956",0,"191,956","11,304",8574571
QC,2021-06-14,"4,486,375","4,305,723","180,652",0,"180,652","7,646",8574571
QC,2021-06-15,"4,486,375","4,313,369","173,006",0,"173,006","8,437",8574571
QC,2021-06-16,"4,486,375","4,321,806","164,569",0,"164,569","9,320",8574571
QC,2021-06-17,"4,486,375","4,331,126","155,249",0,"155,249","11,601",8574571
QC,2021-06-18,"4,486,375","4,342,727","143,648",0,"143,648","11,307",8574571
QC,2021-06-19,"4,486,375","4,354,034","132,341",0,"132,341","9,551",8574571
QC,2021-06-20,"4,486,375","4,363,585","122,790",0,"122,790","7,229",8574571
QC,2021-06-21,"4,486,375","4,370,814","115,561",0,"115,561","4,885",8574571
QC,2021-06-22,"4,486,375","4,375,699","110,676",0,"110,676","5,391",8574571
QC,2021-06-23,"4,486,375","4,381,090","105,285",0,"105,285","5,955",8574571
QC,2021-06-24,"4,486,375","4,387,045","99,330",0,"99,330","7,412",8574571
QC,2021-06-25,"4,486,375","4,394,457","91,918",0,"91,918","7,224",8574571
QC,2021-06-26,"4,486,375","4,401,681","84,694",0,"84,694","6,102",8574571
QC,2021-06-27,"4,486,375","4,407,783","78,592",0,"78,592","4,620",8574571
QC,2021-06-28,"4,486,375","4,412,403","73,972",0,"73,972",0,8574571
QC,2021-06-29,"4,486,375","4,412,403","73,972",0,"73,972",0,8574571
QC,2021-06-30,"4,486,375","4,412,403","73,972",0,"73,972",0,8574571
QC,2021-07-01,"4,486,375","4,412,403","73,972",0,"73,972",0,8574571
NB,2021-01-01,"8,250","2,905","5,345",0,"5,345",0,781476
NB,2021-01-02,"8,250","2,905","5,345",0,"5,345",0,781476
NB,2021-01-03,"8,250","2,905","5,345",0,"5,345",0,781476
NB,2021-01-04,"8,250","2,905","5,345",0,"5,345",0,781476
NB,2021-01-05,"8,250","2,905","5,345","2,925","8,270","1,200",781476
NB,2021-01-06,"11,175","4,105","7,070",0,"7,070",914,781476
NB,2021-01-07,"11,175","5,019","6,156",0,"6,156",0,781476
NB,2021-01-08,"11,175","5,019","6,156",0,"6,156",0,781476
NB,2021-01-09,"11,175","5,019","6,156",0,"6,156",0,781476
NB,2021-01-10,"11,175","5,019","6,156",0,"6,156","2,713",781476
NB,2021-01-11,"11,175","7,732","3,443",0,"3,443",0,781476
NB,2021-01-12,"11,175","7,732","3,443",0,"3,443",0,781476
NB,2021-01-13,"11,175","7,732","3,443",0,"3,443",0,781476
NB,2021-01-14,"11,175","7,732","3,443","6,600","10,043",0,781476
NB,2021-01-15,"17,775","7,732","10,043",0,"10,043",0,781476
NB,2021-01-16,"17,775","7,732","10,043",0,"10,043",0,781476
NB,2021-01-17,"17,775","7,732","10,043",0,"10,043","2,704",781476
NB,2021-01-18,"17,775","10,436","7,339",0,"7,339",0,781476
NB,2021-01-19,"17,775","10,436","7,339",0,"7,339",0,781476
NB,2021-01-20,"17,775","10,436","7,339",0,"7,339",0,781476
NB,2021-01-21,"17,775","10,436","7,339","3,900","11,239",0,781476
NB,2021-01-22,"21,675","10,436","11,239",0,"11,239",0,781476
NB,2021-01-23,"21,675","10,436","11,239",0,"11,239",0,781476
NB,2021-01-24,"21,675","10,436","11,239",0,"11,239","3,821",781476
NB,2021-01-25,"21,675","14,257","7,418",0,"7,418",0,781476
NB,2021-01-26,"21,675","14,257","7,418",0,"7,418",0,781476
NB,2021-01-27,"21,675","14,257","7,418",0,"7,418",0,781476
NB,2021-01-28,"21,675","14,257","7,418",0,"7,418",0,781476
NB,2021-01-29,"21,675","14,257","7,418",0,"7,418",0,781476
NB,2021-01-30,"21,675","14,257","7,418",0,"7,418",0,781476
NB,2021-01-31,"21,675","14,257","7,418",0,"7,418","3,020",781476
NB,2021-02-01,"21,675","17,277","4,398",0,"4,398",0,781476
NB,2021-02-02,"21,675","17,277","4,398",0,"4,398",0,781476
NB,2021-02-03,"21,675","17,277","4,398",0,"4,398",0,781476
NB,2021-02-04,"21,675","17,277","4,398",0,"4,398",0,781476
NB,2021-02-05,"21,675","17,277","4,398",0,"4,398",0,781476
NB,2021-02-06,"21,675","17,277","4,398",0,"4,398",0,781476
NB,2021-02-07,"21,675","17,277","4,398","4,175","8,573","1,366",781476
NB,2021-02-08,"25,850","18,643","7,207",0,"7,207",0,781476
NB,2021-02-09,"25,850","18,643","7,207",0,"7,207",0,781476
NB,2021-02-10,"25,850","18,643","7,207",975,"8,182",0,781476
NB,2021-02-11,"26,825","18,643","8,182",0,"8,182",0,781476
NB,2021-02-12,"26,825","18,643","8,182",0,"8,182",0,781476
NB,2021-02-13,"26,825","18,643","8,182",0,"8,182",0,781476
NB,2021-02-14,"26,825","18,643","8,182",0,"8,182",0,781476
NB,2021-02-15,"26,825","18,643","8,182",0,"8,182","2,539",781476
NB,2021-02-16,"26,825","21,182","5,643",0,"5,643",0,781476
NB,2021-02-17,"26,825","21,182","5,643",0,"5,643",0,781476
NB,2021-02-18,"26,825","21,182","5,643","8,190","13,833",0,781476
NB,2021-02-19,"35,015","21,182","13,833",0,"13,833",0,781476
NB,2021-02-20,"35,015","21,182","13,833",0,"13,833",0,781476
NB,2021-02-21,"35,015","21,182","13,833",0,"13,833","5,135",781476
NB,2021-02-22,"35,015","26,317","8,698",0,"8,698",0,781476
NB,2021-02-23,"35,015","26,317","8,698",0,"8,698",0,781476
NB,2021-02-24,"35,015","26,317","8,698",0,"8,698",0,781476
NB,2021-02-25,"35,015","26,317","8,698","11,760","20,458",0,781476
NB,2021-02-26,"46,775","26,317","20,458",0,"20,458",0,781476
